id,number,color,rank,3,tank_id,tank_name,tourney_id
2447,23,purple,corporal,,11,purple-2,98
2448,24,blue,corporal,,19,blue-1,98
2449,25,blue,corporal,,20,blue-2,98
2450,1,blue,major,,3136,Arcana,99
2451,2,blue,major,,7885,Hays,99
2452,3,red,captain,,7888,Motochika Chosokabe,99
2453,4,orange,captain,,4690,GOTCHA,99
2454,5,red,captain,,7855,ASCENDANCY,99
2455,6,purple,captain,,7741,cosmic coincidence,99
2456,7,red,captain,,931,BRAVERY,99
2457,8,orange,captain,,571,TeNaCiTy,99
2458,9,blue,captain,,7887,SUPREMACY,99
2459,10,red,lieutenant,,7883,whY s0 SeRiOuS,99
2460,11,blue,lieutenant,,7737,The Revelation III,99
2461,12,red,lieutenant,,7882,All 4 One enO 4 llA,99
2462,13,orange,lieutenant,,5605,Mercedes,99
2463,14,orange,lieutenant,,7886,IBP,99
2464,15,orange,lieutenant,,6754,Chief Wiggum,99
2465,16,red,lieutenant,,7875,-Blood pythoN-,99
2466,17,purple,lieutenant,,780,Devil-Spawn,99
2467,18,orange,lieutenant,,6286,-Black mambA-,99
2468,19,blue,lieutenant,,7581,KARTER,99
2469,20,purple,lieutenant,,6196,-AnacondA-,99
2470,21,purple,lieutenant,,4836,VENGEANCE,99
2471,22,blue,lieutenant,,6828,INTIMIDATION,99
2472,23,purple,lieutenant,,7840,Medicine,99
2473,24,red,lieutenant,,7352,-Boa constrictoR-,99
2474,25,purple,lieutenant,,7541,Valken,99
2475,1,blue,captain,,7950,Usami Sadayuki,100
2476,2,orange,captain,,7951,Shigeharu Takenaka,100
2477,3,orange,captain,,571,TeNaCiTy,100
2478,4,purple,captain,,6947,REVERENCE,100
2479,5,orange,captain,,4607,Starscream,100
2480,6,blue,captain,,4836,VENGEANCE,100
2481,7,purple,captain,,4767,-Sirus 77-,100
2482,8,blue,captain,,6901,ALLSTAR41,100
2483,9,red,lieutenant,,7945,OLDBAY,100
2484,10,blue,lieutenant,,7952,King Leonidas,100
2485,11,orange,lieutenant,,7947,MOST WANTED,100
2486,12,purple,lieutenant,,5605,Mercedes,100
2487,13,purple,lieutenant,,7880,BE MY BETA,100
2488,14,blue,lieutenant,,7614,zubziLLa,100
2489,15,orange,lieutenant,,6828,INTIMIDATION,100
2490,16,red,lieutenant,,931,BRAVERY,100
2491,17,orange,lieutenant,,7954,Kack Knacker,100
2492,18,red,lieutenant,,2556,Mobb Deep,100
2493,19,purple,lieutenant,,7957,Yoshimoto Imagawa,100
2494,20,blue,lieutenant,,1774,antdoggg,100
2495,21,purple,lieutenant,,7352,-Boa constrictoR-,100
2496,22,red,lieutenant,,7854,Todd Flanders,100
2497,23,blue,lieutenant,,7953,The Weeknd,100
2498,24,orange,lieutenant,,7955,Ampharos,100
2499,25,purple,lieutenant,,1343,xXxBIGBADDOGxXx,100
2500,1,red,major,,4836,VENGEANCE,101
2501,2,blue,captain,,7988,Andy Capps,101
2502,3,purple,captain,,7905,STOICISM,101
2503,4,red,captain,,540,HONOR,101
2504,5,blue,captain,,4396,Battlefield-1,101
2505,6,red,captain,,7993,The Calm,101
2506,7,orange,captain,,6789,-Inland taipaN-,101
2507,8,orange,captain,,7992,44 Beats a Minute,101
2508,9,red,lieutenant,,5613,Carl Icahn,101
2509,10,red,lieutenant,,3486,Majestic,101
2510,11,red,lieutenant,,7060,YodA OG KusH,101
2511,12,purple,lieutenant,,5605,Mercedes,101
2512,13,orange,lieutenant,,829,Respect My Authority,101
2513,14,red,lieutenant,,1343,xXxBIGBADDOGxXx,101
2514,15,blue,lieutenant,,6711,SatsumA JuicE,101
2515,16,purple,lieutenant,,6427,FaDeD iLLuSiOnZ,101
2516,17,purple,lieutenant,,7352,-Boa constrictoR-,101
2517,18,purple,lieutenant,,7963,DeLTa SWaRm,101
2518,19,orange,lieutenant,,780,Devil-Spawn,101
2519,20,purple,lieutenant,,5904,Future Sequence,101
2520,21,blue,lieutenant,,7003,-Death addeR-,101
2521,22,purple,lieutenant,,7962,ALpHa SWaRm,101
2522,23,purple,lieutenant,,7999,Kony2,101
2523,24,orange,sergeant,,7985,World,101
2524,25,orange,sergeant,,7997,Get Lucky,101
2525,1,orange,captain,,6828,INTIMIDATION,102
2526,2,orange,captain,,4396,Battlefield-1,102
2527,3,red,captain,,7985,World,102
2528,4,purple,captain,,8090,ItsFreakinHotOutside,102
2529,5,blue,captain,,8082,yams,102
2530,6,red,captain,,6711,SatsumA JuicE,102
2531,7,blue,captain,,8063,silentsnake1124,102
2532,8,blue,captain,,7962,ALpHa SWaRm,102
2533,9,purple,captain,,7854,Todd Flanders,102
2534,10,orange,lieutenant,,7960,Motonari Mori,102
2535,11,red,lieutenant,,8092,GIRTH,102
2536,12,orange,lieutenant,,7737,The Revelation III,102
2537,13,orange,lieutenant,,674,Super Saiyan Vegito,102
2538,14,purple,lieutenant,,5605,Mercedes,102
2539,15,red,lieutenant,,6947,REVERENCE,102
2540,16,red,lieutenant,,7411,POISE,102
2541,17,blue,lieutenant,,7963,DeLTa SWaRm,102
2542,18,blue,lieutenant,,5904,Future Sequence,102
2543,19,blue,lieutenant,,780,Devil-Spawn,102
2544,20,purple,lieutenant,,7879,LiVe2gRiNDXdiE2sHiNe,102
2545,21,orange,lieutenant,,6901,ALLSTAR41,102
2546,22,orange,lieutenant,,7724,-Western lyre snakE-,102
2547,23,purple,lieutenant,,6073,a poop,102
2548,24,orange,lieutenant,,5137,Selecao Brasileira,102
2549,25,red,lieutenant,,6754,Chief Wiggum,102
2550,1,orange,major,,7855,ASCENDANCY,103
2551,2,purple,major,,931,BRAVERY,103
2552,3,purple,captain,,8176,Froggy Fresh,103
2553,4,blue,captain,,5605,Mercedes,103
2554,5,orange,captain,,7947,MOST WANTED,103
2555,6,blue,captain,,6281,Battlefield-5,103
2556,7,orange,captain,,7960,Motonari Mori,103
2557,8,orange,captain,,8123,Twiggy,103
2558,9,orange,captain,,6906,HURRICANE,103
2559,10,blue,lieutenant,,1888,Tanker,103
2560,11,orange,lieutenant,,6646,CONFLICT,103
2561,12,red,lieutenant,,5380,ATLANTIS,103
2562,13,purple,lieutenant,,8177,Aaron Hernandez,103
2563,14,blue,lieutenant,,3901,MALICE,103
2564,15,orange,lieutenant,,8060,Bumhole Tickler,103
2565,16,purple,lieutenant,,7966,ELEMENT,103
2566,17,purple,lieutenant,,2723,Yankeefan,103
2567,18,orange,lieutenant,,7352,-Boa constrictoR-,103
2568,19,red,lieutenant,,7003,-Death addeR-,103
2569,20,blue,lieutenant,,7973,aluminuM,103
2570,21,red,sergeant,,7527,Kony,103
2571,22,red,sergeant,,7854,Todd Flanders,103
2572,23,blue,corporal,,7782,FOWLER17,103
2573,24,red,corporal,,5629,TORNADO,103
2574,25,blue,corporal,,7772,GREEDIER,103
2575,1,blue,major,,8208,phr33k RETURNZ,104
2576,2,purple,captain,,8212,INDIFFERENCE,104
2577,3,red,captain,,8143,Larry The Cable Guy,104
2578,4,blue,captain,,8210,Springfield-5,104
2579,5,orange,captain,,1486,MERCY,104
2580,6,blue,captain,,8207,- Division -,104
2581,7,orange,captain,,8185,SORROW,104
2582,8,blue,captain,,8209,Have You Seen Molly,104
2583,9,orange,captain,,8200,Storm Spirit,104
2584,10,purple,captain,,8142,-bRiCk aND mORtAr-,104
2585,11,purple,lieutenant,,8205,invertebrate jellies,104
2586,12,red,lieutenant,,7724,-Western lyre snakE-,104
2587,13,purple,lieutenant,,5605,Mercedes,104
2588,14,blue,lieutenant,,3707,RecoverY,104
2589,15,blue,lieutenant,,2080,Kaiju,104
2590,16,red,lieutenant,,7967,Battlefield-11,104
2591,17,purple,lieutenant,,8177,Aaron Hernandez,104
2592,18,orange,lieutenant,,7715,Yesenia,104
2593,19,red,lieutenant,,3644,Jordann,104
2594,20,red,lieutenant,,6286,-Black mambA-,104
2595,21,purple,lieutenant,,8201,GemsRTRULYoutrageous,104
2596,22,blue,lieutenant,,4072,Otto Mann,104
2597,23,orange,lieutenant,,7352,-Boa constrictoR-,104
2598,24,purple,lieutenant,,7851,Stud,104
2599,25,orange,lieutenant,,8214,Anonymous,104
2600,1,blue,major,,1888,Tanker,105
2601,2,orange,captain,,7078,Zapdos,105
2602,3,purple,captain,,8306,Ace,105
2603,4,purple,captain,,7979,Beowulf,105
2604,5,purple,captain,,7581,KARTER,105
2605,6,blue,captain,,6073,a poop,105
2606,7,blue,captain,,7688,-King cobrA-,105
2607,8,orange,lieutenant,,8311,Naomasa Ii,105
2608,9,blue,lieutenant,,540,HONOR,105
2609,10,red,lieutenant,,7737,The Revelation III,105
2610,11,red,lieutenant,,8312,phr33k-a-l33k,105
2611,12,red,lieutenant,,3224,Colin Mochrie,105
2612,13,red,lieutenant,,5605,Mercedes,105
2613,14,red,lieutenant,,8313,c  a  t  f  i  s  h,105
2614,15,purple,lieutenant,,8026,Ah-Ni-Ah-Late,105
2615,16,orange,lieutenant,,5137,Selecao Brasileira,105
2616,17,red,lieutenant,,8224,Battlefield-8,105
2617,18,orange,lieutenant,,8144,Battlefield-4,105
2618,19,blue,lieutenant,,3644,Jordann,105
2619,20,red,lieutenant,,8173,-CopperheaD-,105
2620,21,purple,lieutenant,,8209,Have You Seen Molly,105
2621,22,blue,lieutenant,,7537,Kia Optima EX GDI,105
2622,23,blue,lieutenant,,7352,-Boa constrictoR-,105
2623,24,orange,lieutenant,,8123,Twiggy,105
2624,25,blue,lieutenant,,7900,Y O Y O L A N D,105
2625,1,blue,major,,8337,InViNcIbLe J,106
2626,2,blue,major,,8307,Dosan Saito,106
2627,3,purple,major,,7967,Battlefield-11,106
2628,4,orange,major,,6246,-Emerald tree boA-,106
2629,5,purple,captain,,8344,Ferrari 599GTB,106
2630,6,orange,captain,,8338,M1 Abrams,106
2631,7,red,captain,,8348,Reknat,106
2632,8,orange,captain,,8288,Battlefield-5,106
2633,9,purple,lieutenant,,8350,I SLaSH AnD GaSH YOU,106
2634,10,purple,lieutenant,,8339,Nigel Winterburn,106
2635,11,red,lieutenant,,8347,Cry Britain,106
2636,12,red,lieutenant,,8072,AKAPHAZETHISYASCRUBZ,106
2637,13,blue,lieutenant,,8343,SAVAGERY,106
2638,14,red,lieutenant,,6789,-Inland taipaN-,106
2639,15,blue,lieutenant,,5516,Mosnar,106
2640,16,blue,lieutenant,,7851,Stud,106
2641,17,orange,lieutenant,,4139,AnArChY,106
2642,18,red,lieutenant,,8346,Sabine Lisicki,106
2643,19,orange,lieutenant,,8336,Dj CoolkylemaC,106
2644,20,purple,sergeant,,7870,Ashrat,106
2645,21,red,sergeant,,8225,-Operation RestRepo-,106
2646,22,blue,sergeant,,6259,Jett211,106
2647,23,purple,corporal,,5238,Snearboy,106
2648,24,orange,corporal,,7024,icomeinpeace,106
2649,25,red,corporal,,1,red-1,106
2650,1,blue,captain,,8362,CocaiNa,107
2651,2,red,captain,,4607,Starscream,107
2652,3,orange,captain,,8222,Battlefield-9,107
2653,4,red,captain,,3707,RecoverY,107
2654,5,purple,lieutenant,,8220,Absolute Zer0,107
2655,6,blue,lieutenant,,1488,SABOTAGE,107
2656,7,blue,lieutenant,,580,- Iodine -,107
2657,8,purple,lieutenant,,8012,ENTRAPMENT,107
2658,9,purple,lieutenant,,8385,StopDropOpenUpShop,107
2659,10,orange,lieutenant,,746,Optimus Prime,107
2660,11,blue,lieutenant,,8384,i HEART sabine,107
2661,12,blue,lieutenant,,8338,M1 Abrams,107
2662,13,red,lieutenant,,3743,The Jungler,107
2663,14,orange,lieutenant,,7352,-Boa constrictoR-,107
2664,15,purple,lieutenant,,8354,waR COFFEE,107
2665,16,purple,lieutenant,,7851,Stud,107
2666,17,purple,lieutenant,,6646,CONFLICT,107
2667,18,orange,lieutenant,,555,Vapor,107
2668,19,orange,sergeant,,6631,EL DORADO,107
2669,20,red,corporal,,5183,General Trex,107
2670,21,blue,corporal,,7979,Beowulf,107
2671,22,red,corporal,,8174,-LanceheaD-,107
2672,23,red,corporal,,8224,Battlefield-8,107
2673,24,purple,corporal,,8185,SORROW,107
2674,25,red,corporal,,1,red-1,107
2675,1,purple,major,,8220,Absolute Zer0,108
2676,2,purple,major,,8415,--pSYCHo--ManiaC--,108
2677,3,orange,major,,8412,Kalynn,108
2678,4,purple,captain,,1488,SABOTAGE,108
2679,5,blue,captain,,8414,NumberOne,108
2680,6,red,captain,,8406,-Russells vipeR-,108
2681,7,purple,captain,,7411,POISE,108
2682,8,orange,captain,,8185,SORROW,108
2683,9,purple,captain,,7352,-Boa constrictoR-,108
2684,10,red,captain,,8407,Jebediah Springfield,108
2685,11,red,lieutenant,,7737,The Revelation III,108
2686,12,red,lieutenant,,7907,BASEDGOD,108
2687,13,purple,lieutenant,,8315,SCHEISSE,108
2688,14,orange,lieutenant,,1213,KiLLer N,108
2689,15,blue,lieutenant,,8413,Kenny McCormick,108
2690,16,red,lieutenant,,8224,Battlefield-8,108
2691,17,orange,lieutenant,,746,Optimus Prime,108
2692,18,red,lieutenant,,2899,Jurassic 5,108
2693,19,orange,lieutenant,,3689,- CREED -,108
2694,20,blue,lieutenant,,555,Vapor,108
2695,21,blue,sergeant,,8411,sleepy,108
2696,22,orange,sergeant,,8113,Battlefield-7,108
2697,23,red,sergeant,,1258,- Iron -,108
2698,24,blue,corporal,,7859,JFRambo,108
2699,25,blue,corporal,,7719,periodblood,108
2700,1,purple,captain,,746,Optimus Prime,109
2701,2,orange,captain,,8503,10 J Q K A,109
2702,3,blue,captain,,8475,Nobunaga Oda,109
2703,4,orange,captain,,8174,-LanceheaD-,109
2704,5,blue,captain,,8499,My Little Pony,109
2705,6,blue,captain,,8507,Karter,109
2706,7,orange,captain,,7352,-Boa constrictoR-,109
2707,8,blue,lieutenant,,8508,Ferrari 612,109
2708,9,blue,lieutenant,,7960,Motonari Mori,109
2709,10,red,lieutenant,,8504,Scratchy,109
2710,11,red,lieutenant,,7724,-Western lyre snakE-,109
2711,12,orange,lieutenant,,8348,Reknat,109
2712,13,red,lieutenant,,7077,Moltres,109
2713,14,red,lieutenant,,5137,Selecao Brasileira,109
2714,15,purple,lieutenant,,8185,SORROW,109
2715,16,blue,lieutenant,,7737,The Revelation III,109
2716,17,purple,lieutenant,,6972,Arcanine,109
2717,18,orange,lieutenant,,7003,-Death addeR-,109
2718,19,purple,lieutenant,,8472,Juggernaut,109
2719,20,purple,lieutenant,,1343,xXxBIGBADDOGxXx,109
2720,21,blue,corporal,,8386,Nam Veteran67,109
2721,22,orange,corporal,,8403,-           -,109
2722,23,orange,corporal,,8173,-CopperheaD-,109
2723,24,red,corporal,,8506,Itchy,109
2724,25,orange,corporal,,7002,-CottonmoutH-,109
2725,1,purple,major,,8570,Djarum,110
2726,2,blue,captain,,8566,Dragon Fire,110
2727,3,blue,captain,,7002,-CottonmoutH-,110
2728,4,purple,captain,,6281,Battlefield-5,110
2729,5,red,captain,,8348,Reknat,110
2730,6,orange,captain,,8565,Sideswipe,110
2731,7,blue,captain,,8406,-Russells vipeR-,110
2732,8,orange,captain,,6711,SatsumA JuicE,110
2733,9,orange,captain,,8504,Scratchy,110
2734,10,orange,captain,,8123,Twiggy,110
2735,11,purple,captain,,8224,Battlefield-8,110
2736,12,blue,captain,,8185,SORROW,110
2737,13,blue,captain,,7966,ELEMENT,110
2738,14,red,captain,,8493,Trapt,110
2739,15,red,lieutenant,,8524,WaX EcStAtiC,110
2740,16,blue,lieutenant,,8563,Gold,110
2741,17,purple,lieutenant,,5605,Mercedes,110
2742,18,red,lieutenant,,3486,Majestic,110
2743,19,orange,lieutenant,,3644,Jordann,110
2744,20,red,lieutenant,,8567,Dont free kill me,110
2745,21,orange,lieutenant,,8499,My Little Pony,110
2746,22,purple,lieutenant,,8571,Jiggly Puff,110
2747,23,blue,lieutenant,,8569,Metal Soldier,110
2748,24,blue,lieutenant,,8525,Corvette Z06,110
2749,25,red,lieutenant,,8453,Blackout,110
2750,1,"
                    -Tekia-
            ",purple,major,,,111
2751,2,blue,captain,,3644,Jordann,111
2752,3,red,captain,,8588,Orange Tank,111
2753,4,blue,captain,,2080,Kaiju,111
2754,5,blue,captain,,8026,Ah-Ni-Ah-Late,111
2755,6,purple,captain,,8185,SORROW,111
2756,7,blue,captain,,6073,a poop,111
2757,8,purple,captain,,8303,LEADERSHIP,111
2758,9,orange,captain,,6286,-Black mambA-,111
2759,10,blue,captain,,8123,Twiggy,111
2760,11,orange,lieutenant,,8595,Natalia Romanova,111
2761,12,purple,lieutenant,,6281,Battlefield-5,111
2762,13,purple,lieutenant,,8499,My Little Pony,111
2763,14,orange,lieutenant,,7002,-CottonmoutH-,111
2764,15,red,lieutenant,,8587,Destroyer of Worlds,111
2765,16,red,lieutenant,,8594,EXPERIENC   E,111
2766,17,purple,lieutenant,,8174,-LanceheaD-,111
2767,18,orange,lieutenant,,8564,Bumblebee,111
2768,19,blue,lieutenant,,7352,-Boa constrictoR-,111
2769,20,red,lieutenant,,8224,Battlefield-8,111
2770,21,purple,lieutenant,,8589,hEART awaY From HOMe,111
2771,22,blue,lieutenant,,8556,TIGER WOODS,111
2772,23,orange,lieutenant,,8585,LifeNLoveSux,111
2773,24,blue,lieutenant,,1343,xXxBIGBADDOGxXx,111
2774,25,red,lieutenant,,8493,Trapt,111
2775,1,red,captain,,8406,-Russells vipeR-,112
2776,2,blue,captain,,7077,Moltres,112
2777,3,purple,captain,,2174,MinioN,112
2778,4,purple,captain,,1434,matooa,112
2779,5,blue,captain,,8636,Edward Newgate,112
2780,6,blue,captain,,8338,M1 Abrams,112
2781,7,orange,captain,,8560,John Bland,112
2782,8,blue,captain,,8174,-LanceheaD-,112
2783,9,blue,captain,,8173,-CopperheaD-,112
2784,10,red,captain,,8627,WIZARD,112
2785,11,purple,captain,,8185,SORROW,112
2786,12,purple,captain,,8656,SUPERMAN,112
2787,13,blue,captain,,6073,a poop,112
2788,14,orange,lieutenant,,7729,-NoVa-,112
2789,15,red,lieutenant,,8630,Sweet Tooth,112
2790,16,orange,lieutenant,,7352,-Boa constrictoR-,112
2791,17,orange,lieutenant,,8665,ltns,112
2792,18,purple,lieutenant,,8657,I want a Cup,112
2793,19,blue,lieutenant,,8224,Battlefield-8,112
2794,20,red,lieutenant,,8166,Fission Tracks,112
2795,21,orange,lieutenant,,3644,Jordann,112
2796,22,purple,lieutenant,,7910,VIKING,112
2797,23,orange,sergeant,,1176,DIBELLO,112
2798,24,red,sergeant,,8493,Trapt,112
2799,25,orange,sergeant,,8336,Dj CoolkylemaC,112
2800,1,purple,major,,6970,Kangaskhan,113
2801,2,purple,captain,,8308,Yoshishige Satake,113
2802,3,blue,captain,,8646,DEFIANCE,113
2803,4,orange,captain,,8774,Kang,113
2804,5,blue,captain,,8499,My Little Pony,113
2805,6,blue,captain,,8526,2003 Mustang Cobra,113
2806,7,red,lieutenant,,8767,Tiger Woods,113
2807,8,blue,lieutenant,,7729,-NoVa-,113
2808,9,purple,lieutenant,,8338,M1 Abrams,113
2809,10,orange,lieutenant,,8627,WIZARD,113
2810,11,red,lieutenant,,6972,Arcanine,113
2811,12,red,lieutenant,,8772,Crazy Maze,113
2812,13,red,lieutenant,,8678,creme de la creme,113
2813,14,red,lieutenant,,8594,EXPERIENC   E,113
2814,15,purple,lieutenant,,7352,-Boa constrictoR-,113
2815,16,blue,lieutenant,,8493,Trapt,113
2816,17,blue,lieutenant,,8575,Phase2,113
2817,18,blue,lieutenant,,8365,-BoomslanG-,113
2818,19,purple,lieutenant,,547,heathen,113
2819,20,orange,sergeant,,1176,DIBELLO,113
2820,21,purple,sergeant,,1893,noogie,113
2821,22,red,sergeant,,8771,Rottweiler,113
2822,23,orange,sergeant,,8775,Amy Reid,113
2823,24,blue,corporal,,8776,Who Wants A Cup,113
2824,25,orange,corporal,,4462,Battlefield-2,113
2825,1,purple,major,,8661,INTERDICTION,114
2826,2,orange,major,,8173,-CopperheaD-,114
2827,3,purple,captain,,8537,dd,114
2828,4,blue,captain,,8310,Kanetsugu Naoe,114
2829,5,purple,captain,,555,Vapor,114
2830,6,blue,captain,,8785,Hummer,114
2831,7,purple,captain,,7933,brb j break,114
2832,8,purple,captain,,8026,Ah-Ni-Ah-Late,114
2833,9,blue,captain,,8123,Twiggy,114
2834,10,purple,lieutenant,,522,Troubled Waters,114
2835,11,orange,lieutenant,,8174,-LanceheaD-,114
2836,12,orange,lieutenant,,8767,Tiger Woods,114
2837,13,red,lieutenant,,7002,-CottonmoutH-,114
2838,14,purple,lieutenant,,8272,-Slight delaY-,114
2839,15,orange,lieutenant,,6637,-Gaboon vipeR-,114
2840,16,red,lieutenant,,8453,Blackout,114
2841,17,orange,lieutenant,,8365,-BoomslanG-,114
2842,18,red,sergeant,,7605,RelentLesS BillY,114
2843,19,blue,sergeant,,8558,LolCowz,114
2844,20,red,sergeant,,3707,RecoverY,114
2845,21,orange,corporal,,8776,Who Wants A Cup,114
2846,22,orange,corporal,,2719,4 Pound,114
2847,23,blue,corporal,,8493,Trapt,114
2848,24,red,corporal,,6630,Blue Thunder,114
2849,25,red,corporal,,1,red-1,114
2850,1,purple,major,,1434,matooa,115
2851,2,purple,major,,8627,WIZARD,115
2852,3,red,captain,,8915,watch the throne,115
2853,4,purple,captain,,8908,-1-,115
2854,5,red,captain,,8744,DISTURB,115
2855,6,orange,captain,,8173,-CopperheaD-,115
2856,7,purple,captain,,8905,COMPOSURE,115
2857,8,purple,captain,,8123,Twiggy,115
2858,9,purple,captain,,8874,1911 Kimber Custom,115
2859,10,red,lieutenant,,8310,Kanetsugu Naoe,115
2860,11,orange,lieutenant,,8911,Herojuana Hii,115
2861,12,blue,lieutenant,,8912,One TwentySeven,115
2862,13,blue,lieutenant,,8916,IV JULIUS CAESAR,115
2863,14,orange,lieutenant,,8906,Blue Cheese Dawg Hii,115
2864,15,red,lieutenant,,7737,The Revelation III,115
2865,16,purple,lieutenant,,7295,LOYALTY,115
2866,17,blue,lieutenant,,8185,SORROW,115
2867,18,red,lieutenant,,8174,-LanceheaD-,115
2868,19,orange,lieutenant,,5605,Mercedes,115
2869,20,orange,lieutenant,,6073,a poop,115
2870,21,orange,lieutenant,,7352,-Boa constrictoR-,115
2871,22,blue,lieutenant,,8656,SUPERMAN,115
2872,23,orange,lieutenant,,6420,Warm Beer,115
2873,24,orange,lieutenant,,8903,II KING ARTHUR,115
2874,25,purple,lieutenant,,8654,-SiMpLiCity-,115
2875,1,orange,major,,7960,Motonari Mori,116
2876,2,orange,major,,8909,Bio-Jesus,116
2877,3,purple,captain,,6947,REVERENCE,116
2878,4,blue,captain,,9013,PRUDENCE,116
2879,5,orange,captain,,8902,European Super Skunk,116
2880,6,red,captain,,8123,Twiggy,116
2881,7,orange,captain,,8770,-MichonnE-,116
2882,8,purple,lieutenant,,8806,Centuple Beast Mode,116
2883,9,blue,lieutenant,,9018,-10-,116
2884,10,blue,lieutenant,,8785,Hummer,116
2885,11,blue,lieutenant,,8348,Reknat,116
2886,12,red,lieutenant,,8744,DISTURB,116
2887,13,red,lieutenant,,5137,Selecao Brasileira,116
2888,14,red,lieutenant,,8174,-LanceheaD-,116
2889,15,red,lieutenant,,8144,Battlefield-4,116
2890,16,purple,lieutenant,,8928,II-KING ARTHUR,116
2891,17,purple,lieutenant,,2173,Lone Wolf,116
2892,18,purple,lieutenant,,9016,V-SGT ALVIN YORK,116
2893,19,purple,lieutenant,,8185,SORROW,116
2894,20,orange,lieutenant,,9017,COMPOSURE,116
2895,21,purple,lieutenant,,8936,BuLLeTProoF,116
2896,22,blue,lieutenant,,9019,Snakes FTW,116
2897,23,blue,lieutenant,,7352,-Boa constrictoR-,116
2898,24,red,lieutenant,,2817,SavinRyann,116
2899,25,red,sergeant,,7961,expeallidocious,116
2900,1,purple,captain,,8123,Twiggy,117
2901,2,purple,captain,,9021,CAPiTA,117
2902,3,orange,captain,,8026,Ah-Ni-Ah-Late,117
2903,4,orange,captain,,7002,-CottonmoutH-,117
2904,5,purple,lieutenant,,9027,HOPE,117
2905,6,blue,lieutenant,,8928,II-KING ARTHUR,117
2906,7,purple,lieutenant,,9028,Iceland,117
2907,8,blue,lieutenant,,9024,INSIGNIFICANCE,117
2908,9,red,lieutenant,,9022,midlife slices,117
2909,10,orange,lieutenant,,9026,Bio-God,117
2910,11,blue,lieutenant,,9020,DirtyLaundry,117
2911,12,blue,lieutenant,,8174,-LanceheaD-,117
2912,13,orange,lieutenant,,8941,XI-SGTMAJ DAN DALY,117
2913,14,red,lieutenant,,8185,SORROW,117
2914,15,orange,lieutenant,,8453,Blackout,117
2915,16,purple,lieutenant,,8813,-iTi-,117
2916,17,blue,lieutenant,,9002,Mr Obama,117
2917,18,red,lieutenant,,8575,Phase2,117
2918,19,red,lieutenant,,9025,i HEART Molly,117
2919,20,purple,lieutenant,,8785,Hummer,117
2920,21,red,sergeant,,6420,Warm Beer,117
2921,22,orange,corporal,,8883,Battlefield-7,117
2922,23,orange,corporal,,9029,Jacked Fibraz,117
2923,24,red,corporal,,1,red-1,117
2924,25,red,corporal,,2,red-2,117
2925,1,orange,major,,6973,Charizard,118
2926,2,orange,major,,8656,SUPERMAN,118
2927,3,red,captain,,9083,Bataleon,118
2928,4,red,captain,,8595,Natalia Romanova,118
2929,5,blue,captain,,9097,Grain,118
2930,6,orange,captain,,2080,Kaiju,118
2931,7,orange,captain,,9176,xxxKylemaCxxx,118
2932,8,red,captain,,9174,THE ONE HANDED MAN,118
2933,9,blue,lieutenant,,8785,Hummer,118
2934,10,orange,lieutenant,,8348,Reknat,118
2935,11,red,lieutenant,,9164,FEMININITY,118
2936,12,blue,lieutenant,,7724,-Western lyre snakE-,118
2937,13,blue,lieutenant,,9102,Battlefield-6,118
2938,14,orange,lieutenant,,9171,Confederate-22,118
2939,15,orange,lieutenant,,9177,-x- aLLbYMyLoNeLy,118
2940,16,red,lieutenant,,9118,IX-SUN TZU,118
2941,17,purple,lieutenant,,8185,SORROW,118
2942,18,blue,lieutenant,,8174,-LanceheaD-,118
2943,19,orange,lieutenant,,6043,-1-,118
2944,20,purple,lieutenant,,6637,-Gaboon vipeR-,118
2945,21,purple,lieutenant,,8926,-xSiMpLiCiTyX-,118
2946,22,purple,lieutenant,,9056,Squiggy,118
2947,23,red,lieutenant,,1190,Rottweiler,118
2948,24,blue,lieutenant,,5904,Future Sequence,118
2949,25,red,lieutenant,,9173,RESPONSE,118
2950,1,orange,major,,9186,VANITY,119
2951,2,blue,major,,8185,SORROW,119
2952,3,blue,major,,9248,Dye DAM Dye CAM,119
2953,4,blue,major,,4235,Left4deaD,119
2954,5,blue,captain,,8928,II-KING ARTHUR,119
2955,6,red,captain,,540,HONOR,119
2956,7,red,captain,,9263,DJ Stankfanger,119
2957,8,purple,captain,,9258,Rest In Peace Kidd,119
2958,9,blue,captain,,9264,Auric Goldfinger,119
2959,10,purple,captain,,8348,Reknat,119
2960,11,orange,captain,,3486,Majestic,119
2961,12,blue,captain,,8941,XI-SGTMAJ DAN DALY,119
2962,13,purple,captain,,1774,antdoggg,119
2963,14,purple,lieutenant,,9246,Sarah Kerrigan,119
2964,15,purple,lieutenant,,9265,Samir Duran,119
2965,16,blue,lieutenant,,4126,Ayrton Senna,119
2966,17,blue,lieutenant,,3644,Jordann,119
2967,18,orange,lieutenant,,5982,Maximus,119
2968,19,orange,lieutenant,,4465,the FALLING star,119
2969,20,purple,lieutenant,,8632,Shimsco,119
2970,21,orange,lieutenant,,6972,Arcanine,119
2971,22,red,lieutenant,,9016,V-SGT ALVIN YORK,119
2972,23,red,lieutenant,,8224,Battlefield-8,119
2973,24,blue,lieutenant,,9234,Raoul Silva,119
2974,25,red,lieutenant,,8988,KrazYJames420,119
2975,1,blue,major,,9286,Well Lad Follow Me,120
2976,2,purple,major,,9229,Plenty O Toole,120
