id,number,color,rank,3,tank_id,tank_name,tourney_id
10114,15,orange,lieutenant,,27302,DuPont,411
10115,16,orange,lieutenant,,4539,wones,411
10116,17,orange,lieutenant,,27452,Professor Frink,411
10117,18,orange,lieutenant,,26111,Raging Boehner,411
10118,19,red,lieutenant,,27491,uNRiVaLeD-,411
10119,20,purple,lieutenant,,1080,dirt,411
10120,21,purple,lieutenant,,23333,Heart of Darkness,411
10121,22,blue,lieutenant,,25836,noodle,411
10122,23,blue,lieutenant,,19325,- -ObediencE- -,411
10123,24,orange,lieutenant,,27439,oG HoMIE PiMPSON----,411
10124,25,orange,sergeant,,8812,CartmaN,411
10125,1,orange,captain,,26364,AMBIGUOUS,412
10126,2,blue,captain,,15697,Carthage,412
10127,3,blue,captain,,10043,Battleman,412
10128,4,purple,captain,,27508,Li,412
10129,5,purple,captain,,27266,Kennedy,412
10130,6,blue,captain,,26041,fLaPpYBiRd,412
10131,7,blue,captain,,27854,Majora,412
10132,8,orange,captain,,16525,Cracki3,412
10133,9,purple,captain,,27452,Professor Frink,412
10134,10,orange,captain,,826,Abraham Simpson II,412
10135,11,blue,lieutenant,,27775,Quadratic Variation,412
10136,12,orange,lieutenant,,27860,Darkness,412
10137,13,purple,lieutenant,,27859,Fester Simpson,412
10138,14,red,lieutenant,,27837,sway,412
10139,15,blue,lieutenant,,26698,Solamur,412
10140,16,purple,lieutenant,,23333,Heart of Darkness,412
10141,17,orange,lieutenant,,2011,2dogs,412
10142,18,orange,lieutenant,,27491,uNRiVaLeD-,412
10143,19,red,lieutenant,,17588,m123,412
10144,20,red,lieutenant,,27756,Plugged In,412
10145,21,orange,lieutenant,,21090,PLURkidIT,412
10146,22,purple,lieutenant,,27846,Veer,412
10147,23,red,sergeant,,5382,Kamek,412
10148,24,orange,corporal,,4539,wones,412
10149,25,red,corporal,,15345,Cash Zillionaire,412
10150,1,red,captain,,25714,Rock Lobster,413
10151,2,orange,captain,,9389,arcane,413
10152,3,purple,captain,,27902,Arnie Gumble,413
10153,4,purple,captain,,4539,wones,413
10154,5,blue,captain,,27860,Darkness,413
10155,6,orange,captain,,26451,guest,413
10156,7,purple,captain,,23923,Tortured Soul,413
10157,8,orange,captain,,27452,Professor Frink,413
10158,9,red,captain,,15345,Cash Zillionaire,413
10159,10,red,captain,,16525,Cracki3,413
10160,11,red,captain,,24005,Gwydion,413
10161,12,orange,captain,,26204,IrishSoldier,413
10162,13,blue,lieutenant,,27471,Cartel,413
10163,14,blue,lieutenant,,27775,Quadratic Variation,413
10164,15,purple,lieutenant,,15697,Carthage,413
10165,16,orange,lieutenant,,27890,SCRUBS GET REKT,413
10166,17,orange,lieutenant,,27564,The Revelation XXVII,413
10167,18,purple,lieutenant,,27352,Rothschild,413
10168,19,red,lieutenant,,3707,RecoverY,413
10169,20,blue,lieutenant,,10043,Battleman,413
10170,21,red,lieutenant,,5516,Mosnar,413
10171,22,blue,lieutenant,,27061,Blue Springs,413
10172,23,orange,lieutenant,,25994,chewsetboss,413
10173,24,red,lieutenant,,27508,Li,413
10174,25,orange,lieutenant,,27901,ThE SnEaK,413
10175,1,purple,captain,,27982,Juice Wagon,414
10176,2,blue,captain,,26041,fLaPpYBiRd,414
10177,3,red,captain,,27302,DuPont,414
10178,4,red,captain,,10043,Battleman,414
10179,5,blue,captain,,25836,noodle,414
10180,6,orange,captain,,4747,I Heart Catherine,414
10181,7,blue,captain,,8812,CartmaN,414
10182,8,purple,captain,,27061,Blue Springs,414
10183,9,blue,captain,,15345,Cash Zillionaire,414
10184,10,red,lieutenant,,22892,Cadence,414
10185,11,orange,lieutenant,,26004,Guy Incognito,414
10186,12,blue,lieutenant,,11644,Rainier Wolfcastle,414
10187,13,purple,lieutenant,,27984,Glory,414
10188,14,purple,lieutenant,,27564,The Revelation XXVII,414
10189,15,blue,lieutenant,,27775,Quadratic Variation,414
10190,16,blue,lieutenant,,20897,Ozzy,414
10191,17,red,lieutenant,,15429,Helms Deep,414
10192,18,purple,lieutenant,,27987,Amber,414
10193,19,orange,lieutenant,,4539,wones,414
10194,20,orange,lieutenant,,27491,uNRiVaLeD-,414
10195,21,purple,lieutenant,,25279,HaMMeR,414
10196,22,red,lieutenant,,27986,STANDARD,414
10197,23,orange,lieutenant,,25994,chewsetboss,414
10198,24,red,lieutenant,,25331,europaischer Biber,414
10199,25,red,sergeant,,27854,Majora,414
10200,1,orange,major,,26236,Japanese Toilet,415
10201,2,red,captain,,11644,Rainier Wolfcastle,415
10202,3,red,captain,,1432,Viper Katzman,415
10203,4,orange,captain,,25190,Darkwing Duck,415
10204,5,purple,captain,,27213,REMINGTON,415
10205,6,orange,captain,,27491,uNRiVaLeD-,415
10206,7,blue,captain,,27452,Professor Frink,415
10207,8,purple,captain,,20072,Blaster,415
10208,9,orange,captain,,15489,TOTESMAGOATS,415
10209,10,blue,captain,,22351,Snapdragon,415
10210,11,red,lieutenant,,27508,Li,415
10211,12,purple,lieutenant,,25994,chewsetboss,415
10212,13,blue,lieutenant,,28224,du Pont,415
10213,14,orange,lieutenant,,27854,Majora,415
10214,15,red,lieutenant,,28230,Mrs Frink,415
10215,16,purple,lieutenant,,28231,Sino,415
10216,17,blue,lieutenant,,20373,Attila,415
10217,18,purple,lieutenant,,25351,Dragonite,415
10218,19,red,lieutenant,,27445,Shark,415
10219,20,orange,lieutenant,,20479,sFear,415
10220,21,blue,lieutenant,,24995,red-2,415
10221,22,red,sergeant,,27935,US MARINE,415
10222,23,blue,sergeant,,23333,Heart of Darkness,415
10223,24,blue,corporal,,27721,Vom Kriege,415
10224,25,red,corporal,,27664,pyr0,415
10225,1,blue,captain,,584,Sun Wolf,416
10226,2,orange,captain,,25994,chewsetboss,416
10227,3,red,captain,,20390,Sigma,416
10228,4,red,captain,,27365,Competition,416
10229,5,blue,captain,,10043,Battleman,416
10230,6,purple,captain,,27510,eltsacflow,416
10231,7,purple,captain,,28224,du Pont,416
10232,8,red,captain,,16757,War Beast,416
10233,9,purple,lieutenant,,27984,Glory,416
10234,10,purple,lieutenant,,25936,Disco Stu,416
10235,11,blue,lieutenant,,4539,wones,416
10236,12,orange,lieutenant,,27298,Freeman,416
10237,13,orange,lieutenant,,27352,Rothschild,416
10238,14,red,lieutenant,,27854,Majora,416
10239,15,blue,lieutenant,,26612,GoTCuPS,416
10240,16,blue,lieutenant,,25351,Dragonite,416
10241,17,blue,sergeant,,11671,TIGER-1,416
10242,18,purple,sergeant,,27583,Montauk Project,416
10243,19,red,sergeant,,4462,Battlefield-2,416
10244,20,orange,corporal,,26698,Solamur,416
10245,21,orange,corporal,,24462,tbone,416
10246,22,red,corporal,,21995,sFear,416
10247,23,purple,corporal,,20289,DangerZone,416
10248,24,red,corporal,,1,red-1,416
10249,25,red,corporal,,2,red-2,416
10250,1,orange,captain,,26405,fLaPpYBiRd,417
10251,2,red,captain,,11644,Rainier Wolfcastle,417
10252,3,purple,captain,,28414,Tora Bora,417
10253,4,red,captain,,28417,Astronema,417
10254,5,purple,captain,,8812,CartmaN,417
10255,6,orange,captain,,28416,Benjamin Netanyahu,417
10256,7,blue,captain,,20072,Blaster,417
10257,8,blue,lieutenant,,27304,Rockefeller,417
10258,9,purple,lieutenant,,27980,The Grand Optimist,417
10259,10,red,lieutenant,,27139,fLaPpYBiRd,417
10260,11,blue,lieutenant,,25994,chewsetboss,417
10261,12,red,lieutenant,,25836,noodle,417
10262,13,orange,lieutenant,,28412,The Revelation XXVII,417
10263,14,blue,lieutenant,,27452,Professor Frink,417
10264,15,purple,lieutenant,,27266,Kennedy,417
10265,16,orange,lieutenant,,28231,Sino,417
10266,17,red,lieutenant,,27426,Monetary Mind,417
10267,18,purple,lieutenant,,22958,Cube,417
10268,19,orange,lieutenant,,27491,uNRiVaLeD-,417
10269,20,red,lieutenant,,28230,Mrs Frink,417
10270,21,orange,lieutenant,,25318,Yorktown,417
10271,22,blue,lieutenant,,27349,Merovingian,417
10272,23,orange,lieutenant,,22865,Thermopylae,417
10273,24,purple,sergeant,,28418,Hurt,417
10274,25,blue,corporal,,27886,Pandabear41,417
10275,1,red,captain,,27213,REMINGTON,418
10276,2,purple,captain,,28533,RuSt,418
10277,3,orange,captain,,28529,Final Heaven,418
10278,4,red,captain,,28528,Test,418
10279,5,orange,captain,,27491,uNRiVaLeD-,418
10280,6,orange,captain,,27756,Plugged In,418
10281,7,red,captain,,27401,NorrinRadd,418
10282,8,blue,captain,,27139,fLaPpYBiRd,418
10283,9,purple,captain,,27750,War Beast,418
10284,10,orange,lieutenant,,26406,fLaPpYBiRd,418
10285,11,blue,lieutenant,,25772,Hellfire,418
10286,12,red,lieutenant,,15697,Carthage,418
10287,13,purple,lieutenant,,15429,Helms Deep,418
10288,14,red,lieutenant,,1080,dirt,418
10289,15,purple,lieutenant,,25994,chewsetboss,418
10290,16,purple,lieutenant,,15345,Cash Zillionaire,418
10291,17,blue,lieutenant,,28527,Mr Six Inch,418
10292,18,orange,lieutenant,,14193,Handshake Drugs,418
10293,19,blue,lieutenant,,22351,Snapdragon,418
10294,20,orange,lieutenant,,27452,Professor Frink,418
10295,21,purple,lieutenant,,23534,csst,418
10296,22,blue,lieutenant,,25259,PaNiC MuCH,418
10297,23,orange,lieutenant,,16766,B A M - B A M,418
10298,24,red,lieutenant,,28495,DEJOTA,418
10299,25,purple,sergeant,,28341,ReVeR,418
10300,1,red,captain,,24561,Barely-Alive,419
10301,2,orange,captain,,28231,Sino,419
10302,3,blue,captain,,26406,fLaPpYBiRd,419
10303,4,red,captain,,4539,wones,419
10304,5,purple,captain,,28226,duPont,419
10305,6,orange,captain,,28554,Sin Miedo,419
10306,7,blue,lieutenant,,8292,PvP-7,419
10307,8,orange,lieutenant,,28556,Marathon,419
10308,9,orange,lieutenant,,27211,B23R,419
10309,10,purple,lieutenant,,28558,Dying of the Light,419
10310,11,orange,lieutenant,,15345,Cash Zillionaire,419
10311,12,purple,lieutenant,,28555,Tears of Lys,419
10312,13,blue,lieutenant,,28504,Tabula Rasa,419
10313,14,red,lieutenant,,15429,Helms Deep,419
10314,15,blue,lieutenant,,16525,Cracki3,419
10315,16,red,lieutenant,,27452,Professor Frink,419
10316,17,purple,lieutenant,,25836,noodle,419
10317,18,orange,lieutenant,,5382,Kamek,419
10318,19,blue,lieutenant,,27061,Blue Springs,419
10319,20,red,lieutenant,,20983,Hugo Simpson,419
10320,21,orange,lieutenant,,28341,ReVeR,419
10321,22,orange,lieutenant,,27491,uNRiVaLeD-,419
10322,23,red,lieutenant,,27854,Majora,419
10323,24,blue,sergeant,,28559,Master of Tides,419
10324,25,purple,sergeant,,26878,wAkkA wAkkA,419
10325,1,blue,major,,18683,Matt Santos,420
10326,2,red,captain,,28666,Genghis Khan,420
10327,3,purple,captain,,25145,amaZo,420
10328,4,purple,captain,,27566,Ignis,420
10329,5,blue,captain,,27061,Blue Springs,420
10330,6,blue,lieutenant,,28668,Joseph Stalin,420
10331,7,purple,lieutenant,,28680,Fat Bottomed Girls,420
10332,8,red,lieutenant,,28555,Tears of Lys,420
10333,9,blue,lieutenant,,23864,-TGiF-,420
10334,10,purple,lieutenant,,24000,Vengeance,420
10335,11,red,lieutenant,,17235,--ArMadilLo--,420
10336,12,red,lieutenant,,28662,Benito Mussolini,420
10337,13,orange,lieutenant,,28657,Augusto Pinochet,420
10338,14,orange,lieutenant,,6286,-Black mambA-,420
10339,15,blue,lieutenant,,9804,Angels And Airwaves,420
10340,16,orange,lieutenant,,28684,20 minutes late,420
10341,17,orange,lieutenant,,20983,Hugo Simpson,420
10342,18,red,lieutenant,,22351,Snapdragon,420
10343,19,blue,lieutenant,,20289,DangerZone,420
10344,20,orange,sergeant,,26407,fLaPpYBiRd,420
10345,21,purple,sergeant,,11425,T3RMINATOR,420
10346,22,orange,sergeant,,28665,Killadelphia,420
10347,23,orange,corporal,,514,firemayer,420
10348,24,purple,corporal,,28495,DEJOTA,420
10349,25,red,corporal,,1,red-1,420
10350,1,orange,captain,,13532,Abigail Bartlet,421
10351,2,red,captain,,28731,Equilibrium,421
10352,3,purple,captain,,27266,Kennedy,421
10353,4,red,captain,,27139,fLaPpYBiRd,421
10354,5,orange,captain,,25982,Bayonetta,421
10355,6,red,captain,,28730,AboutContactUs,421
10356,7,blue,captain,,27508,Li,421
10357,8,purple,captain,,26407,fLaPpYBiRd,421
10358,9,blue,lieutenant,,28528,Test,421
10359,10,blue,lieutenant,,28668,Joseph Stalin,421
10360,11,blue,lieutenant,,25836,noodle,421
10361,12,red,lieutenant,,25936,Disco Stu,421
10362,13,red,lieutenant,,22351,Snapdragon,421
10363,14,orange,lieutenant,,747,Mr Snicker,421
10364,15,orange,lieutenant,,27452,Professor Frink,421
10365,16,blue,lieutenant,,28729,siPPy,421
10366,17,red,lieutenant,,28732,Fetish,421
10367,18,purple,lieutenant,,20592,H A L    9 0 0 0,421
10368,19,orange,lieutenant,,28679,Squeeze Box,421
10369,20,purple,sergeant,,10902,blastem,421
10370,21,purple,corporal,,13294,Seawolf,421
10371,22,purple,corporal,,28705,Roadkill,421
10372,23,blue,corporal,,17235,--ArMadilLo--,421
10373,24,orange,corporal,,28708,Soran,421
10374,25,blue,corporal,,24874,Pawpaw,421
10375,1,purple,major,,28567,KING OF METROPOLIS,422
10376,2,orange,captain,,28668,Joseph Stalin,422
10377,3,red,captain,,8292,PvP-7,422
10378,4,orange,captain,,26407,fLaPpYBiRd,422
10379,5,blue,captain,,26873,Chronnoisseur,422
10380,6,blue,captain,,27508,Li,422
10381,7,purple,captain,,25936,Disco Stu,422
10382,8,blue,captain,,826,Abraham Simpson II,422
10383,9,blue,captain,,28729,siPPy,422
10384,10,purple,lieutenant,,28757,SUPREMACY,422
10385,11,purple,lieutenant,,28759,Wrath,422
10386,12,orange,lieutenant,,27139,fLaPpYBiRd,422
10387,13,orange,lieutenant,,28656,Adolf Hitler,422
10388,14,purple,lieutenant,,27266,Kennedy,422
10389,15,orange,lieutenant,,27684,Krupp,422
10390,16,purple,lieutenant,,23923,Tortured Soul,422
10391,17,red,lieutenant,,28657,Augusto Pinochet,422
10392,18,blue,lieutenant,,26945,Anesthetic v3,422
10393,19,blue,lieutenant,,28730,AboutContactUs,422
10394,20,red,lieutenant,,10043,Battleman,422
10395,21,red,lieutenant,,27491,uNRiVaLeD-,422
10396,22,purple,lieutenant,,28665,Killadelphia,422
10397,23,red,sergeant,,28756,Three Head Dragon,422
10398,24,blue,sergeant,,3186,DjCprim3,422
10399,25,orange,sergeant,,22351,Snapdragon,422
10400,1,purple,major,,28657,Augusto Pinochet,423
10401,2,red,major,,27266,Kennedy,423
10402,3,red,captain,,28689,Vittorio DiMaggio,423
10403,4,purple,captain,,27583,Montauk Project,423
10404,5,red,captain,,28833,Caligula,423
10405,6,red,captain,,28828,APRILFOOLS-TRUST NO1,423
10406,7,blue,captain,,28831,Tribulation,423
10407,8,orange,captain,,747,Mr Snicker,423
10408,9,red,captain,,27298,Freeman,423
10409,10,orange,captain,,28832,Canada is Worthless,423
10410,11,orange,lieutenant,,28656,Adolf Hitler,423
10411,12,blue,lieutenant,,826,Abraham Simpson II,423
10412,13,purple,lieutenant,,25836,noodle,423
10413,14,orange,lieutenant,,28667,Henry VIII,423
10414,15,blue,lieutenant,,28662,Benito Mussolini,423
10415,16,purple,lieutenant,,28230,Mrs Frink,423
10416,17,red,lieutenant,,3134,Scavenger,423
10417,18,blue,lieutenant,,28730,AboutContactUs,423
10418,19,red,lieutenant,,6286,-Black mambA-,423
10419,20,purple,lieutenant,,27349,Merovingian,423
10420,21,orange,lieutenant,,27491,uNRiVaLeD-,423
10421,22,blue,lieutenant,,28686,Hideki Tojo,423
10422,23,orange,lieutenant,,25318,Yorktown,423
10423,24,blue,lieutenant,,1080,dirt,423
10424,25,red,sergeant,,20072,Blaster,423
10425,1,purple,major,,27352,Rothschild,424
10426,2,purple,captain,,28920,Hemorrhoid,424
10427,3,red,captain,,28866,Onassis,424
10428,4,blue,captain,,25836,noodle,424
10429,5,purple,lieutenant,,27508,Li,424
10430,6,purple,lieutenant,,27566,Ignis,424
10431,7,red,lieutenant,,27491,uNRiVaLeD-,424
10432,8,red,lieutenant,,28840,Vlad III Dracula,424
10433,9,blue,lieutenant,,28917,Death Note,424
10434,10,orange,lieutenant,,28831,Tribulation,424
10435,11,red,lieutenant,,28730,AboutContactUs,424
10436,12,blue,lieutenant,,23534,csst,424
10437,13,purple,lieutenant,,27298,Freeman,424
10438,14,orange,lieutenant,,28619,Yahweh is Love,424
10439,15,orange,lieutenant,,25936,Disco Stu,424
10440,16,orange,lieutenant,,23333,Heart of Darkness,424
10441,17,blue,lieutenant,,22351,Snapdragon,424
10442,18,red,lieutenant,,8812,CartmaN,424
10443,19,blue,lieutenant,,1343,xXxBIGBADDOGxXx,424
10444,20,purple,lieutenant,,28537,samsara,424
10445,21,red,lieutenant,,28918,BLOODY TYRANT KILLER,424
10446,22,blue,sergeant,,20072,Blaster,424
10447,23,orange,sergeant,,28528,Test,424
10448,24,orange,corporal,,28915,STUD MUFFIN,424
10449,25,orange,corporal,,3186,DjCprim3,424
10450,1,blue,major,,28656,Adolf Hitler,425
10451,2,red,major,,27139,fLaPpYBiRd,425
10452,3,orange,captain,,28840,Vlad III Dracula,425
10453,4,blue,captain,,28934,Icy Tides,425
10454,5,blue,captain,,28775,Fidel Castro,425
10455,6,red,captain,,747,Mr Snicker,425
10456,7,orange,lieutenant,,27566,Ignis,425
10457,8,purple,lieutenant,,25836,noodle,425
10458,9,red,lieutenant,,27491,uNRiVaLeD-,425
10459,10,purple,lieutenant,,25772,Hellfire,425
10460,11,red,lieutenant,,27508,Li,425
10461,12,purple,lieutenant,,23534,csst,425
10462,13,blue,lieutenant,,25994,chewsetboss,425
10463,14,orange,lieutenant,,21731,SlayeR,425
10464,15,red,lieutenant,,28935,late,425
10465,16,blue,lieutenant,,28909,Aztec,425
10466,17,purple,lieutenant,,27671,Battlefield-2,425
10467,18,blue,lieutenant,,27298,Freeman,425
10468,19,purple,lieutenant,,22815,Grayghost,425
10469,20,orange,sergeant,,5377,Irenicus,425
10470,21,red,sergeant,,2417,All Day28,425
10471,22,purple,sergeant,,20845,X-X-X-X-X-X-X-X-X-X,425
10472,23,red,sergeant,,27349,Merovingian,425
10473,24,orange,corporal,,23124,The Equalizer,425
10474,25,purple,corporal,,24874,Pawpaw,425
10475,1,blue,captain,,29044,Coffee N Cigarettes,426
10476,2,purple,captain,,27452,Professor Frink,426
10477,3,purple,captain,,28662,Benito Mussolini,426
10478,4,orange,lieutenant,,29036,Daenerys Targaryen,426
10479,5,orange,lieutenant,,28759,Wrath,426
10480,6,blue,lieutenant,,29037,Ramsay Snow,426
10481,7,purple,lieutenant,,28686,Hideki Tojo,426
10482,8,orange,lieutenant,,25836,noodle,426
10483,9,red,lieutenant,,22351,Snapdragon,426
10484,10,blue,lieutenant,,29063,Headscrew,426
10485,11,red,lieutenant,,23333,Heart of Darkness,426
10486,12,red,lieutenant,,27985,JORDAN,426
10487,13,purple,lieutenant,,27080,LAG,426
10488,14,blue,lieutenant,,27491,uNRiVaLeD-,426
10489,15,red,lieutenant,,27061,Blue Springs,426
10490,16,orange,sergeant,,29053,HeaRt,426
10491,17,red,corporal,,1,red-1,426
10492,18,red,corporal,,2,red-2,426
10493,19,purple,corporal,,10,purple-1,426
10494,20,purple,corporal,,11,purple-2,426
10495,21,blue,corporal,,19,blue-1,426
10496,22,blue,corporal,,20,blue-2,426
10497,23,orange,corporal,,28,orange-1,426
10498,24,orange,corporal,,29,orange-2,426
10499,25,red,private,,3,red-3,426
10500,1,blue,major,,26407,fLaPpYBiRd,427
10501,2,purple,captain,,29139,Telos,427
10502,3,orange,captain,,28230,Mrs Frink,427
10503,4,blue,captain,,27422,M-Star RAW,427
10504,5,purple,captain,,29136,CHEWSET GOLD HAHA,427
10505,6,orange,captain,,25994,chewsetboss,427
10506,7,orange,captain,,13917,Bunker Hill,427
10507,8,red,captain,,22370,Sentinel Prime,427
10508,9,blue,captain,,29132,Love Buzz,427
10509,10,orange,captain,,29134,Flip Flop Chew,427
10510,11,orange,lieutenant,,29126,KING OF THE NILE,427
10511,12,orange,lieutenant,,28686,Hideki Tojo,427
10512,13,purple,lieutenant,,29138,Consumed,427
10513,14,orange,lieutenant,,29124,Tywin Lannister,427
10514,15,orange,lieutenant,,21427,Millennium Force,427
10515,16,red,lieutenant,,29130,Daenerys Targaryen,427
10516,17,purple,lieutenant,,25836,noodle,427
10517,18,red,lieutenant,,15429,Helms Deep,427
10518,19,blue,lieutenant,,27061,Blue Springs,427
10519,20,blue,lieutenant,,24468,TheCulling,427
10520,21,purple,lieutenant,,29039,Petyr Baelish,427
10521,22,red,lieutenant,,29137,jewsetbox,427
10522,23,purple,lieutenant,,29040,ROFL MadeYouLook,427
10523,24,purple,lieutenant,,29037,Ramsay Snow,427
10524,25,blue,lieutenant,,25717,Roland Deschain,427
10525,1,red,captain,,28686,Hideki Tojo,428
10526,2,purple,captain,,25836,noodle,428
10527,3,red,captain,,29041,Caligula,428
10528,4,orange,captain,,26475,fLaPpYBiRd,428
10529,5,purple,captain,,22418,Constellations,428
10530,6,red,captain,,29165,The Quiet White,428
10531,7,orange,captain,,28736,slow motion potion,428
10532,8,blue,captain,,29172,Cujo,428
10533,9,orange,captain,,29170,How much wood would,428
10534,10,purple,lieutenant,,29142,Plantagenet,428
10535,11,blue,lieutenant,,27365,Competition,428
10536,12,red,lieutenant,,29113,Almost Famous,428
10537,13,blue,lieutenant,,27577,Memphis Belle,428
10538,14,orange,lieutenant,,27588,cLeFaiRyfLyiNg,428
10539,15,purple,lieutenant,,27298,Freeman,428
10540,16,red,lieutenant,,23534,csst,428
10541,17,red,lieutenant,,26679,Skarlett,428
10542,18,purple,lieutenant,,28723,THE R  E  A  P  E  R,428
10543,19,purple,lieutenant,,25168,Wreckage,428
10544,20,orange,lieutenant,,16520,Serena,428
10545,21,blue,sergeant,,1343,xXxBIGBADDOGxXx,428
10546,22,blue,sergeant,,27520,PattonKiller,428
10547,23,purple,sergeant,,29132,Love Buzz,428
10548,24,blue,sergeant,,22351,Snapdragon,428
10549,25,red,corporal,,28991,shogunblood420,428
10550,1,blue,major,,10902,blastem,429
10551,2,blue,captain,,29259,Stranglehold,429
10552,3,purple,captain,,27491,uNRiVaLeD-,429
10553,4,red,captain,,29254,Jon Snow,429
10554,5,purple,captain,,26514,Senor Salchicha,429
10555,6,purple,captain,,26475,fLaPpYBiRd,429
10556,7,purple,captain,,29258,Blessed,429
10557,8,blue,captain,,21534,Nevyn,429
10558,9,purple,lieutenant,,28759,Wrath,429
10559,10,orange,lieutenant,,29263,Foam Born,429
10560,11,orange,lieutenant,,29251,hashtag teamcsst,429
10561,12,red,lieutenant,,29256,Johnny Tightlips,429
10562,13,purple,lieutenant,,27365,Competition,429
10563,14,red,lieutenant,,29249,Mastodon,429
10564,15,blue,lieutenant,,25168,Wreckage,429
10565,16,blue,lieutenant,,29262,Nicky Altosaxophony,429
10566,17,red,lieutenant,,29132,Love Buzz,429
10567,18,orange,lieutenant,,16494,Blue Baron,429
10568,19,orange,lieutenant,,29037,Ramsay Snow,429
10569,20,red,lieutenant,,22351,Snapdragon,429
10570,21,red,lieutenant,,26679,Skarlett,429
10571,22,red,lieutenant,,547,heathen,429
10572,23,orange,lieutenant,,514,firemayer,429
10573,24,blue,lieutenant,,27671,Battlefield-2,429
10574,25,blue,lieutenant,,28345,TReeHouSe oF HoRRoR,429
10575,1,blue,major,,25994,chewsetboss,430
10576,2,red,major,,29132,Love Buzz,430
10577,3,blue,captain,,29303,Matt Groening,430
10578,4,orange,captain,,29295,Rene d Herblay,430
10579,5,red,captain,,26009,Bunni,430
10580,6,orange,captain,,29294,ROFL MadeYouLook,430
10581,7,red,captain,,29300,Baron du Vallon,430
10582,8,red,captain,,2033,PURPLE KUSH,430
10583,9,purple,lieutenant,,29293,jaysetboss,430
10584,10,orange,lieutenant,,29298,KING OF TRON,430
10585,11,blue,lieutenant,,29296,Count De La Fere,430
10586,12,red,lieutenant,,23190,The Experiment,430
10587,13,purple,lieutenant,,29304,Unbreakable,430
10588,14,orange,lieutenant,,29302,Cthulhu,430
10589,15,orange,lieutenant,,29299,Golden State,430
10590,16,blue,lieutenant,,26514,Senor Salchicha,430
10591,17,red,lieutenant,,29039,Petyr Baelish,430
10592,18,purple,sergeant,,29284,Hawk Eye,430
10593,19,purple,corporal,,28705,Roadkill,430
10594,20,blue,corporal,,27746,Squeaky,430
10595,21,purple,corporal,,28844,Lilly,430
10596,22,blue,corporal,,24874,Pawpaw,430
10597,23,red,corporal,,1,red-1,430
10598,24,red,corporal,,2,red-2,430
10599,25,purple,corporal,,10,purple-1,430
10600,1,red,major,,29319,Parallax,431
10601,2,purple,captain,,28775,Fidel Castro,431
10602,3,purple,captain,,29318,KING OF DESERT,431
10603,4,orange,captain,,29284,Hawk Eye,431
10604,5,red,captain,,27237,CERN,431
10605,6,purple,captain,,28736,slow motion potion,431
10606,7,orange,captain,,29316,Orville J Simpson,431
10607,8,purple,captain,,29202,Moon Wolf,431
10608,9,purple,lieutenant,,29320,Chet Simpson,431
10609,10,blue,lieutenant,,29037,Ramsay Snow,431
10610,11,red,lieutenant,,29169,fLaPpYBiRd,431
10611,12,blue,lieutenant,,29300,Baron du Vallon,431
10612,13,red,lieutenant,,29304,Unbreakable,431
10613,14,blue,lieutenant,,26945,Anesthetic v3,431
10614,15,red,lieutenant,,29315,Inseminating Beaver,431
10615,16,purple,lieutenant,,27721,Vom Kriege,431
10616,17,blue,lieutenant,,15429,Helms Deep,431
10617,18,orange,lieutenant,,26679,Skarlett,431
10618,19,orange,lieutenant,,10413,IL Duce,431
10619,20,red,lieutenant,,20096,B  O  O  G  E  R,431
10620,21,orange,lieutenant,,29261,Dirty Diana,431
10621,22,orange,lieutenant,,27520,PattonKiller,431
10622,23,blue,sergeant,,20072,Blaster,431
10623,24,orange,sergeant,,22351,Snapdragon,431
10624,25,blue,corporal,,1080,dirt,431
10625,1,orange,captain,,22834,Imperiex,432
10626,2,purple,captain,,29346,UKNOWNOTHING JONSNOW,432
10627,3,purple,captain,,29142,Plantagenet,432
10628,4,purple,captain,,28412,The Revelation XXVII,432
10629,5,blue,captain,,29350,Scratchy,432
10630,6,purple,captain,,29349,Itchy,432
10631,7,orange,captain,,23944,- Adamantium -,432
10632,8,orange,captain,,26514,Senor Salchicha,432
10633,9,orange,captain,,29305,AdamT,432
10634,10,blue,lieutenant,,29327,KING OF ELEMENTS,432
10635,11,blue,lieutenant,,26292,Signal,432
10636,12,red,lieutenant,,28757,SUPREMACY,432
10637,13,blue,lieutenant,,29329,jaynier bosscastle,432
10638,14,orange,lieutenant,,29138,Consumed,432
10639,15,red,lieutenant,,22694,HUGE BLACKHAWK,432
10640,16,red,lieutenant,,29347,XII-Rusty-XII,432
10641,17,orange,lieutenant,,25318,Yorktown,432
10642,18,blue,lieutenant,,23534,csst,432
10643,19,red,lieutenant,,23966,Whiz,432
10644,20,red,lieutenant,,27721,Vom Kriege,432
10645,21,red,lieutenant,,29311,Wiseguy,432
10646,22,orange,lieutenant,,27645,gbtyu,432
10647,23,purple,lieutenant,,19722,Xx R e C o N xX,432
10648,24,red,corporal,,15462,THE D,432
10649,25,purple,corporal,,28705,Roadkill,432
10650,1,orange,major,,29352,KING OF FOUNDRY,433
10651,2,orange,major,,29404,Baron du Vallon,433
10652,3,blue,captain,,29414,Jesus is now Jaysus,433
10653,4,red,captain,,29296,Count De La Fere,433
10654,5,orange,captain,,29406,STANNIS IS COMING,433
10655,6,red,captain,,29284,Hawk Eye,433
10656,7,orange,captain,,4462,Battlefield-2,433
10657,8,red,captain,,29171,blerg,433
