id,tourney_id,map,start_time,duration
519,526,Foundry,2015-11-14 16:00:00,1.0
520,527,Orbital,2015-11-15 17:00:00,1.0
521,528,Rocks and Swamp,2015-11-17 20:30:00,1.0
522,529,Crazy Maze,2015-11-21 14:30:00,1.5
523,530,Appaloosa Land,2015-11-22 12:30:00,1.0
524,531,Castles,2015-11-24 20:30:00,1.0
525,533,The Pit,2015-11-26 23:00:00,1.0
526,534,Desert,2015-11-28 23:00:00,1.0
527,535,Iceland,2015-11-29 14:00:00,1.0
528,536,Desert,2015-12-01 21:00:00,1.0
529,537,Iceland,2015-12-05 23:00:00,1.5
530,538,Deep Six,2015-12-06 22:00:00,1.0
531,539,Levels,2015-12-10 21:00:00,1.0
532,540,Metropolis,2015-12-12 17:00:00,1.0
533,541,Crazy Waters,2015-12-13 18:00:00,1.0
534,542,Atlantis,2015-12-16 21:30:00,1.0
535,543,The Nile,2015-12-19 16:30:00,1.0
536,546,Aquarium,2015-12-21 19:00:00,1.0
537,547,The Pit,2015-12-24 21:30:00,1.0
538,548,Rocks and Swamp,2015-12-25 17:00:00,1.0
539,549,Tron,2015-12-26 15:30:00,1.0
540,550,Elements,2015-12-27 21:00:00,1.0
541,551,Foundry,2015-12-29 21:30:00,1.0
542,552,Orbital,2016-01-01 01:00:00,1.0
543,553,Rocks and Swamp,2016-01-01 19:00:00,1.0
544,554,Crazy Maze,2016-01-02 22:00:00,1.5
545,555,Appaloosa Land,2016-01-03 23:00:00,1.0
546,556,Castles,2016-01-06 21:00:00,1.0
547,557,Desert,2016-01-09 21:00:00,1.0
548,558,Iceland,2016-01-10 23:30:00,1.0
549,559,Deep Six,2016-01-12 21:30:00,1.0
550,560,Levels,2016-01-16 14:00:00,1.0
551,561,Metropolis,2016-01-17 14:30:00,1.5
552,562,Crazy Waters,2016-01-21 20:30:00,1.0
553,563,Atlantis,2016-01-23 14:30:00,1.0
554,564,The Nile,2016-01-24 16:00:00,1.0
555,565,Aquarium,2016-01-27 21:00:00,1.0
556,566,The Pit,2016-01-30 14:30:00,1.0
557,567,Tron,2016-01-31 19:00:00,1.0
558,568,Tron,2016-02-03 20:30:00,1.0
559,569,Elements,2016-02-06 16:00:00,1.0
560,570,Foundry,2016-02-07 17:00:00,1.0
561,571,Orbital,2016-02-09 21:00:00,1.0
562,572,Rocks and Swamp,2016-02-14 00:30:00,1.0
563,573,Crazy Maze,2016-02-14 22:00:00,1.0
564,574,Appaloosa Land,2016-02-18 20:30:00,1.0
565,575,Castles,2016-02-20 13:30:00,1.0
566,576,Desert,2016-02-21 14:00:00,1.0
567,577,Iceland,2016-02-24 21:00:00,1.0
568,578,Deep Six,2016-02-27 17:30:00,1.0
569,579,Rocks and Swamp,2016-02-28 20:00:00,1.0
570,580,Crazy Maze,2016-03-03 19:00:00,1.0
571,581,Rocks and Swamp,2016-03-05 20:00:00,1.0
572,582,Crazy Maze,2016-03-06 22:00:00,1.0
573,583,Appaloosa Land,2016-03-10 21:00:00,1.0
574,584,Castles,2016-03-12 22:30:00,1.5
575,585,Desert,2016-03-13 22:30:00,1.0
576,586,Iceland,2016-03-15 21:00:00,1.0
577,587,Deep Six,2016-03-19 12:30:00,1.0
578,588,Levels,2016-03-20 17:30:00,1.5
579,589,Metropolis,2016-03-23 20:30:00,1.0
580,590,Atlantis,2016-03-26 17:00:00,1.0
581,591,The Nile,2016-03-27 14:30:00,1.0
582,592,Aquarium,2016-03-30 21:00:00,1.0
583,593,The Pit,2016-04-02 13:30:00,1.0
584,594,Tron,2016-04-03 13:00:00,1.0
585,595,Elements,2016-04-07 21:00:00,1.0
586,596,Foundry,2016-04-09 14:00:00,1.0
587,597,Orbital,2016-04-10 23:00:00,1.0
588,598,Rocks and Swamp,2016-04-13 20:30:00,1.0
589,599,Crazy Maze,2016-04-16 20:30:00,1.5
590,600,Appaloosa Land,2016-04-17 18:00:00,1.0
591,601,Castles,2016-04-19 21:30:00,1.0
592,602,Rocks and Swamp,2016-04-21 00:00:00,1.0
593,603,Desert,2016-04-23 22:00:00,1.0
594,604,Iceland,2016-04-24 14:00:00,1.0
595,605,Deep Six,2016-04-26 21:00:00,1.0
596,606,Levels,2016-04-30 19:00:00,1.0
597,607,Rocks and Swamp,2016-05-01 18:00:00,1.0
598,608,Crazy Maze,2016-05-03 21:30:00,1.0
599,609,Appaloosa Land,2016-05-07 16:00:00,1.0
600,610,Castles,2016-05-08 18:00:00,1.0
601,611,Desert,2016-05-11 21:30:00,1.0
602,612,Iceland,2016-05-14 21:00:00,1.0
603,613,Deep Six,2016-05-15 16:30:00,1.0
604,614,Levels,2016-05-19 21:30:00,1.0
605,615,Metropolis,2016-05-21 14:30:00,1.0
606,616,Atlantis,2016-05-22 15:30:00,1.0
607,617,The Nile,2016-05-26 21:30:00,1.0
608,618,Aquarium,2016-05-28 20:30:00,1.0
609,619,The Pit,2016-05-29 19:30:00,1.0
610,620,Elements,2016-06-01 22:30:00,1.0
611,621,Desert,2016-06-04 22:00:00,1.0
612,622,Castles,2016-06-05 20:00:00,1.5
613,623,Appaloosa Land,2016-06-07 21:00:00,1.0
614,624,Rocks and Swamp,2016-06-11 01:00:00,1.0
615,625,The Pit,2016-06-11 20:00:00,2.0
616,626,Iceland,2016-06-12 13:30:00,1.0
617,627,Foundry,2016-06-16 21:00:00,1.0
618,628,Atlantis,2016-06-18 20:30:00,1.5
619,629,The Nile,2016-06-19 16:30:00,1.0
620,630,Crazy Maze,2016-06-20 22:30:00,1.0
621,631,Deep Six,2016-06-24 15:00:00,1.0
622,632,Orbital,2016-06-25 21:30:00,1.0
623,633,Metropolis,2016-06-26 23:00:00,1.0
624,634,Tron,2016-06-29 18:00:00,1.0
625,635,Elements,2016-07-02 17:00:00,1.5
626,636,Foundry,2016-07-03 20:00:00,1.0
627,637,Desert,2016-07-04 14:00:00,1.0
628,638,Orbital,2016-07-08 21:00:00,1.0
629,639,Rocks and Swamp,2016-07-10 00:00:00,1.0
630,640,Crazy Maze,2016-07-10 17:00:00,1.0
631,641,Appaloosa Land,2016-07-13 21:30:00,1.0
632,642,Castles,2016-07-16 13:30:00,1.0
633,643,Metropolis,2016-07-27 21:30:00,1.0
634,644,Desert,2016-07-30 01:00:00,1.0
635,645,Atlantis,2016-07-30 20:30:00,1.0
636,646,Iceland,2016-07-31 11:00:00,1.0
637,647,Levels,2016-07-31 19:00:00,1.0
638,648,The Pit,2016-08-04 19:30:00,1.0
639,649,Elements,2016-08-06 15:00:00,1.0
640,650,Desert,2016-08-07 22:00:00,1.0
641,651,Tron,2016-08-09 21:30:00,1.0
642,652,Rocks and Swamp,2016-08-13 01:00:00,1.0
643,653,The Nile,2016-08-13 23:00:00,1.0
644,654,Orbital,2016-08-14 18:00:00,1.0
645,655,Castles,2016-08-17 21:00:00,1.0
646,656,Deep Six,2016-08-20 14:00:00,1.0
647,657,Crazy Maze,2016-08-20 22:30:00,1.0
648,658,Levels,2016-08-21 20:00:00,1.0
649,659,Iceland,2016-08-23 12:00:00,1.0
650,660,Appaloosa Land,2016-08-26 21:30:00,1.0
651,661,Metropolis,2016-08-27 22:30:00,1.0
652,662,Aquarium,2016-08-28 15:30:00,1.0
653,663,Foundry,2016-08-28 21:00:00,1.0
654,664,Atlantis,2016-08-31 19:00:00,1.0
655,665,Orbital,2016-09-03 16:00:00,1.0
656,666,Castles,2016-09-04 19:30:00,1.0
657,667,The Pit,2016-09-05 01:00:00,1.0
658,668,Desert,2016-09-05 21:00:00,1.0
659,669,The Nile,2016-09-10 22:30:00,1.0
660,670,Elements,2016-09-11 19:30:00,1.0
661,671,Tron,2016-09-11 22:30:00,1.0
662,673,Castles,2016-09-15 20:00:00,1.0
663,674,Levels,2016-09-17 15:30:00,1.0
664,675,Foundry,2016-09-18 21:00:00,1.0
665,676,Metropolis,2016-09-19 18:30:00,1.0
666,677,Deep Six,2016-09-21 19:30:00,1.0
667,678,Appaloosa Land,2016-09-24 20:00:00,1.0
668,679,Iceland,2016-09-25 19:00:00,1.0
669,680,Rocks and Swamp,2016-09-26 14:00:00,1.0
670,681,Atlantis,2016-09-30 00:00:00,1.0
671,682,The Nile,2016-10-01 21:00:00,1.0
672,683,Desert,2016-10-02 19:00:00,1.0
673,684,The Nile,2016-10-06 20:30:00,1.0
674,685,Aquarium,2016-10-08 20:30:00,1.0
675,686,The Pit,2016-10-09 14:30:00,1.0
676,687,Tron,2016-10-11 21:00:00,1.0
677,688,Elements,2016-10-15 18:00:00,1.0
678,689,Foundry,2016-10-16 18:00:00,1.0
679,690,Orbital,2016-10-19 20:30:00,1.0
680,691,Rocks and Swamp,2016-10-22 15:30:00,1.5
681,692,Crazy Maze,2016-10-23 13:00:00,1.0
682,693,Appaloosa Land,2016-10-26 20:30:00,1.0
683,694,Castles,2016-10-29 12:30:00,1.0
684,695,Desert,2016-10-30 17:30:00,1.0
685,696,Desert,2016-10-31 21:00:00,1.0
686,697,Tron,2016-11-04 14:30:00,1.0
687,698,Atlantis,2016-11-05 20:00:00,1.0
688,699,Orbital,2016-11-05 22:30:00,1.0
689,700,Aquarium,2016-11-06 20:00:00,1.0
690,701,Foundry,2016-11-08 21:00:00,1.0
691,702,President Trump,2016-11-09 19:00:00,1.0
692,703,President Trump,2016-11-09 22:00:00,1.0
693,704,Deep Six,2016-11-12 10:00:00,1.0
694,705,Rocks and Swamp,2016-11-12 21:30:00,1.0
695,706,Metropolis,2016-11-13 23:00:00,1.0
696,707,Iceland,2016-11-16 19:00:00,1.0
697,708,Levels,2016-11-19 21:00:00,1.0
698,709,Castles,2016-11-20 01:30:00,1.0
699,710,Desert,2016-11-20 19:30:00,1.0
700,711,The Nile,2016-11-24 23:00:00,1.0
701,712,Appaloosa Land,2016-11-25 20:00:00,1.0
702,713,Crazy Maze,2016-11-26 15:30:00,1.0
703,714,Elements,2016-11-27 00:00:00,1.0
704,715,The Pit,2016-11-28 00:00:00,1.0
705,716,Deep Six,2016-12-02 22:30:00,1.0
706,717,Atlantis,2016-12-04 00:00:00,1.0
707,718,Foundry,2016-12-04 02:00:00,1.0
708,719,Tron,2016-12-04 20:30:00,1.0
709,720,Crazy Waters,2016-12-07 23:00:00,1.0
710,721,Rocks and Swamp,2016-12-10 20:00:00,1.0
711,722,Iceland,2016-12-10 22:30:00,1.0
712,723,Desert,2016-12-11 21:00:00,1.0
713,724,Blast Zone,2016-12-13 21:30:00,1.0
714,725,Rocks and Swamp,2016-12-17 15:00:00,1.0
715,726,The Pit,2016-12-18 00:00:00,1.0
716,727,Castles,2016-12-18 20:30:00,1.0
717,728,Deep Six,2016-12-19 10:30:00,1.0
718,729,Aquarium,2016-12-23 23:00:00,1.0
719,730,Appaloosa Land,2016-12-24 16:00:00,1.0
720,731,The Nile,2016-12-24 21:00:00,1.0
721,732,The Pit,2016-12-25 14:30:00,1.0
722,733,Orbital,2016-12-25 23:00:00,1.0
723,734,Crazy Maze,2016-12-26 19:00:00,1.0
724,735,Desert,2016-12-27 22:30:00,1.0
725,736,Castles,2016-12-29 20:30:00,1.0
726,737,Levels,2016-12-30 23:00:00,1.0
727,738,Badlands,2016-12-31 03:00:00,1.0
728,739,Elements,2016-12-31 21:00:00,1.0
729,740,Rocks and Swamp,2017-01-01 12:30:00,1.0
730,741,Deep Six,2017-01-01 20:30:00,1.0
731,742,Canada,2017-01-05 23:00:00,1.0
732,743,Atlantis,2017-01-07 16:00:00,1.0
733,744,Desert,2017-01-08 19:00:00,1.0
734,745,Iceland,2017-01-10 22:30:00,1.0
735,746,Foundry,2017-01-11 20:00:00,1.0
736,747,The Pit,2017-01-14 21:30:00,1.0
737,748,Deep Six,2017-01-16 21:30:00,1.0
738,749,Appaloosa Land,2017-01-18 23:30:00,1.0
739,750,Castles,2017-01-19 20:30:00,1.0
740,751,President Trump,2017-01-20 23:00:00,1.0
741,752,Crazy Maze,2017-01-21 15:00:00,1.0
742,753,Metropolis,2017-01-22 21:30:00,1.0
743,754,Blast Zone,2017-01-23 23:30:00,1.0
744,755,Rocks and Swamp,2017-01-26 22:00:00,1.5
745,756,Aquarium,2017-01-27 10:00:00,1.0
746,757,Desert,2017-01-28 19:00:00,1.0
747,758,Iceland,2017-01-28 20:00:00,1.0
748,759,Elements,2017-02-01 00:00:00,1.0
749,760,The Nile,2017-02-02 00:00:00,1.0
750,761,Rocks and Swamp,2017-02-04 00:30:00,1.0
751,762,Levels,2017-02-04 12:00:00,1.0
752,763,Crazy Waters,2017-02-05 01:00:00,1.0
753,764,Desert,2017-02-05 15:00:00,1.0
754,765,Castles,2017-02-07 19:30:00,1.0
755,766,Tron,2017-02-09 21:00:00,1.0
756,767,Canada,2017-02-11 14:00:00,1.0
757,768,Foundry,2017-02-11 22:30:00,2.0
758,769,Elements,2017-02-12 18:30:00,1.0
759,770,Aquarium,2017-02-15 23:00:00,1.0
760,771,Desert,2017-02-17 19:00:00,1.0
761,772,Deep Six,2017-02-18 16:00:00,1.0
762,773,Appaloosa Land,2017-02-19 12:30:00,1.0
763,774,Orbital,2017-02-19 22:00:00,1.0
764,775,The Pit,2017-02-23 23:00:00,1.5
765,776,Crazy Maze,2017-02-25 18:30:00,1.0
766,777,Rocks and Swamp,2017-02-26 02:00:00,1.0
767,778,Iceland,2017-02-26 21:00:00,1.0
768,779,Metropolis,2017-02-27 01:00:00,0.5
769,780,Iceland,2017-03-02 20:30:00,1.0
770,781,Crazy Maze,2017-03-04 13:00:00,1.0
771,782,The Pit,2017-03-04 23:00:00,1.0
772,783,Aquarium,2017-03-05 19:30:00,2.0
773,784,Tron,2017-03-06 01:30:00,1.0
774,785,Appaloosa Land,2017-03-10 00:00:00,1.0
775,786,Castles,2017-03-11 11:00:00,1.0
776,787,Blast Zone,2017-03-12 00:00:00,1.0
777,788,Rocks and Swamp,2017-03-12 19:00:00,1.0
778,789,The Nile,2017-03-15 21:00:00,1.0
779,790,Canada,2017-03-17 21:30:00,1.0
780,791,Deep Six,2017-03-18 15:00:00,1.0
781,792,Metropolis,2017-03-18 22:00:00,1.0
782,793,Badlands,2017-03-19 17:30:00,0.5
783,794,President Trump,2017-03-19 21:00:00,1.0
